屋,や
若い,わかい
色,いろ
答える,こたえる
見せ,みせる
終わる,おわる
もっと,もっと
あの,あの
道,どう
わすれ,わすれる
足,あし
売れ,うる
たくさん,たくさん
走り,はしる
友達,ともだち
いくら,いくら
じゃ,では
学校,がっこう
惹く,ひく
テレビ,てれび
大学,だいがく
困っ,こまる
近く,ちかく
住ん,すむ
大変,たいへん
小さく,ちいさい
朝,ちょう
あけ,あける
おぼえ,おぼえる
山,やま
はたらか,はたらく
毎日,まいにち
新しい,あたらしい
病院,びょういん
町,ちょう
きれい,きれい
小さな,ちいさな
大丈夫,だいじょうぶ
写真,しゃしん
寝る,ねる
家族,かぞく
結構,けっこう
ページ,ぺーじ
近い,ちかい
枚,ばい
やすい,やすい
面白い,おもしろい
ああ,ああ
耳,みみ
多分,たぶん
うまれ,うまれる
坐る,すわる
犬,いぬ
難しい,むずかしい
木,き
ホテル,ほてる
消え,きえる
酒,さけ
美味しい,おいしい
白い,しろい
いく,いく
着,きる
遊ぶ,あそぶ
海,うみ
起きる,おきる
驛,えき
週間,しゅうかん
頼ん,たのむ
ハイ,はい
兄,あに
がり,がる
明日,あす
番,ばん
押す,おす
づらい,づらい
楽しく,たのしい
可愛い,かわいい
低い,ひくい
よこ,よこ
軽い,かるい
全部,ぜんぶ
階,かい
はじまら,はじまる
語,ご
半,はん
勉強,べんきょう
旅行,りょこう
料理,りょうり
女の子,おんなのこ
昨日,きのう
台,だい
まど,まど
ばら,はる
ねこ,ねこ
イタ,いたい
右,みぎ
花,はな
ドア,どあ
返し,かえす
ハ,は
新聞,しんぶん
ゆっくり,ゆっくり
伯父,おじ
おもく,おもい
川,かわ
姉,あね
遅い,おそい
うしろ,うしろ
ずつ,ずつ
空,そら
映画,えいが
番号,ばんごう
紙,かみ
わたっ,わたる
古い,ふるい
広く,ひろい
薬,くすり
服,ふく
止ら,とまる
となり,となり
両親,りょうしん
夏,なつ
英語,えいご
箇,こ
飛ぶ,とぶ
煙草,たばこ
渡す,わたす
おとな,おとな
病気,びょうき
歌,うた
元気,げんき
今年,ことし
赤い,あかい
半分,はんぶん
有名,ゆうめい
出かける,でかける
ばあ,ばあ
向う,むこう
洗う,あらう
雪,ゆき
並ん,ならぶ
消し,けす
短い,みじかい
大切,たいせつ
疲れ,つかれる
降りる,おりる
左,ひだり
ちょうど,ちょうど
バス,ばす
学生,がくせい
時々,ときどき
黒い,くろい
いら,いる
ありがとう,ありがとう
洟,はな
村,むら
過ぎ,すぎ
明るく,あかるい
薄,うすい
嫌い,きらい
箱,はこ
雨,あめ
静か,しずか
黒,くろ
銀行,ぎんこう
借り,かりる
家庭,かてい
手紙,てがみ
弱い,よわい
メートル,めーとる
椅子,いす
テーブル,てーぶる
そっち,そちら
背,せ
瞑,くらい
じゃ,じゃ
魚,さかな
爺,じい
電車,でんしゃ
医者,いしゃ
伯母,おば
とおく,とおい
冷たい,つめたい
ベッド,べっど
絵,え
歌っ,うたう
コーヒー,こーひー
弟,おとうと
よろしい,よろしい
妹,いもうと
午後,ごご
狭い,せまい
寒い,さむい
ゴメン,ごめん
しら,しら
北,きた
春,はる
忙しい,いそがしい
風呂,ふろ
ポン,ぱん
外国,がいこく
どうぞ,どうぞ
雑誌,ざっし
さぁ,さあ
邊,へん
吸っ,すう
履く,はく
休め,やすむ
庭,にわ
玄関,げんかん
ええ,ええ
男の子,おとこのこ
冬,ふゆ
おなか,おなか
音楽,おんがく
きょうだい,きょうだい
動物,どうぶつ
かす,かす
昼,ひる
ボール,ぼーる
トイレ,といれ
着き,つく
細い,ほそい
肉,にく
建物,たてもの
掃除,そうじ
電気,でんき
橋,はし
あき,あき
ご飯,ごはん
暇,ひま
階段,かいだん
大好き,だいすき
熱く,あつい
鳥,とり
赤,あか
蒙る,こうむる
午前,ごぜん
鍵,かぎ
荷物,にもつ
洗濯,せんたく
東,ひがし
コピー,こぴー
時計,とけい
杯,はい
ニュース,にゅーす
匹,ひき
一日,ついたち
立派,りっぱ
暑,あつい
公園,こうえん
机,つくえ
便利,べんり
下手,へた
門,もん
西,にし
太く,ふとい
文章,ぶんしょう
だんだん,だんだん
アパート,あぱーと
夕方,ゆうがた
戸,と
卵,たまご
かしこ,かしこ
撮っ,とる
ｎｏｔｅ,のーと
上手,じょうず
カメラ,かめら
菓子,かし
緑,みどり
買い物,かいもの
青い,あおい
シャツ,しゃつ
南,みなみ
タクシー,たくしー
降れ,ふる
嫌う,きらう
初め,はじめ
沓,くつ
入り口,いりぐち
ローカ,ろうか
練習,れんしゅう
クラス,くらす
並べ,ならべる
速く,はやい
晩,ばん
彼方,かなた
めがね,めがね
まず,まずい
スポーツ,すぽーつ
勤める,つとめる
日曜,にちよう
テープ,てーぷ
ポケット,ぽけっと
去年,きょねん
吹く,ふく
曲がる,まがる
浴びる,あびる
食べ物,たべもの
ラジオ,らじお
青,あお
まっすぐ,まっすぐ
汚い,きたない
教室,きょうしつ
角,かく
かぜ,かぜ
脱ぐ,ぬぐ
まるく,まるい
危ない,あぶない
登る,のぼる
なくし,なくす
散歩,さんぽ
皿,さら
大勢,おおぜい
ｋｍ,きろめーとる
ペット,ぺっと
地図,ちず
土曜,どよう
毎年,まいとし
野菜,やさい
洋服,ようふく
レストラン,れすとらん
厚く,あつい
生徒,せいと
台所,だいどころ
いいえ,いいえ
泳ごう,およぐ
池,いけ
毎月,まいつき
ペン,ぺん
さす,さす
コート,こーと
ボタン,ぼたん
ゆうべ,ゆうべ
カレー,かれー
弁当,べんとう
天気,てんき
パーティー,ぱーてぃー
来年,らいねん
漢字,かんじ
けさ,けさ
あたたかい,あたたかい
カップ,かっぷ
磨く,みがく
彈き,はじく
封筒,ふうとう
財布,さいふ
閉め,しめる
テスト,てすと
帽子,ぼうし
鹽,しお
ズボン,ずぼん
喫茶,きっさ
スカート,すかーと
習,ならう
ざか,さく
牛乳,ぎゅうにゅう
ナイフ,ないふ
夏休み,なつやすみ
砂糖,さとう
傘,かさ
冊,さつ
授業,じゅぎょう
?油,しょうゆ
黄色い,きいろい
はがき,はがき
あれっ,あれ
締め,しめる
コップ,こっぷ
デパート,でぱーと
シャワー,しゃわー
はし,はし
警官,けいかん
月よう,げつよう
かばん,かばん
食堂,しょくどう
涼しく,すずしい
プール,ぷーる
ゼロ,ぜろ
ポスト,ぽすと
黄色,きいろ
エレベーター,えれべーたー
フィルム,ふぃるむ
石?,せっけん
晴れ,はれる
飲み物,のみもの
鳴か,なく
茶色,ちゃいろ
金曜,きんよう
ｋｇ,きろぐらむ
ギター,ぎたー
切符,きっぷ
出口,でぐち
飴,あめ
ネクタイ,ねくたい
こんにちは,こんにちは
さようなら,さようなら
おはよう,おはよう
今月,こんげつ
上着,うわぎ
辞書,じしょ
ハンカチ,はんかち
毎晩,まいばん
切手,きって
縦,たて
茶碗,ちゃわん
毎朝,まいあさ
毎週,まいしゅう
バター,ばたー
くつ下,くつした
セーター,せーたー
来週,らいしゅう
マッチ,まっち
レコード,れこーど
閉まっ,しまる
賑やか,にぎやか
曇っ,くもる
今晩,こんばん
宿題,しゅくだい
先週,せんしゅう
果物,くだもの
片仮名,かたかな
夕飯,ゆうはん
フォーク,ふぉーく
紅茶,こうちゃ
来月,らいげつ
鉛筆,えんぴつ
水曜,すいよう
火曜,かよう
先月,せんげつ
スリッパ,すりっぱ
丈夫,じょうぶ
灰皿,はいざら
今週,こんしゅう
ストーブ,すとーぶ
スプーン,すぷーん
平仮名,ひらがな
カレンダー,かれんだー
背広,せびろ
木曜,もくよう
交番,こうばん
患い,わずらう
こんばんは,こんばんは
もしもし,もしもし
ワイシャツ,わいしゃつ
手洗い,てあらい
牛肉,ぎゅうにく
点け,つける
おととい,おととい
曇り,くもり
作文,さくぶん
豚肉,ぶたにく
本棚,ほんだな
晩ご飯,ばんごはん
温い,ぬくい
花瓶,かびん
アサッテ,あさって
八百屋,やおや
お巡り,おまわり
ラジカセ,らじかせ
易しかっ,やさしい
おととし,おととし
鳥肉,とりにく
朝御飯,あさごはん
字引,じびき
昼御飯,ひるごはん
こと,こと
れる,れる
よう,よう
ず,ず
思う,おもう
ば,ば
られ,られる
しまっ,しまう
せる,せる
ナ,な
けれど,けれど
彼,かれ
気,き
し,し
くれる,くれる
ため,ため
考え,かんがえる
場合,ばあい
そんな,そんな
ほど,ほど
もらっ,もらう
わけ,わけ
間,あいだ
まま,まま
つける,つける
子,し
彼女,かのじょ
僕,ぼく
みえ,みえる
やはり,やはり
すぎ,すぎる
必要,ひつよう
はず,はず
女性,じょせい
こう,こう
ばかり,ばかり
以上,いじょう
始める,はじめる
かわっ,かわる
気持ち,きもち
関係,かんけい
別,べつ
もし,もし
とおり,とおり
心,こころ
戴けれ,いただく
普通,ふつう
やめ,やめる
承ける,うける
ちゃん,ちゃん
続け,つづける
確か,たしか
力,ちから
最近,さいきん
もちろん,もちろん
もどっ,もどる
音,おと
殆ど,ほとんど
場所,ばしょ
形,けい
用,よう
以外,いがい
最初,さいしょ
すみ,すむ
ちゃっ,ちゃう
送れる,おくる
まず,まず
代,だい
理由,りゆう
むかし,むかし
駄目,だめ
やすい,やすい
娘,むすめ
なさい,なさる
説明,せつめい
君,くん
心配,しんぱい
ござい,ござる
生活,せいかつ
向かい,むかう
特に,とくに
簡単,かんたん
残ら,のこる
凄い,すごい
世界,せかい
連絡,れんらく
最後,さいご
君,きみ
無理,むり
探し,さがす
点,てん
変え,かえる
つもり,つもり
続か,つづく
動い,うごく
男性,だんせい
時代,じだい
主人,しゅじん
笑わ,わらう
選ん,えらぶ
経験,けいけん
打ち,うつ
ずっと,ずっと
たて,たてる
今度,こんど
必ず,かならず
調べ,しらべる
行っ,おこなう
客,きゃく
がたい,がたい
首,しゅ
生きる,いきる
市,し
騰,あがる
おち,おちる
深い,ふかい
きめ,きめる
致す,いたす
はっきり,はっきり
しばらく,しばらく
夫,おっと
合う,あう
似,にる
つれ,つれる
ひどく,ひどい
相談,そうだん
うれし,うれしい
会,かい
まわり,まわり
線,せん
たとえば,たとえば
なかなか,なかなか
利用,りよう
なくなっ,なくなる
払う,はらう
妻,つま
夢,ゆめ
式,しき
一杯,いっぱい
こわい,こわい
頑張る,がんばる
十分,じゅうぶん
息子,むすこ
思い出し,おもいだす
室,しつ
県,けん
原因,げんいん
聞こえる,きこえる
光,ひかり
サツ,けいさつ
注意,ちゅうい
廻っ,まわる
決まり,きまる
させ,させる
見つけ,みつける
驚い,おどろく
急,きゅう
意見,いけん
予定,よてい
伝え,つたえる
アメリカ,あめりか
きっと,きっと
舟,ふね
食事,しょくじ
員,いん
おかしい,おかしい
とも,とも
たずねる,たずねる
変,へん
気分,きぶん
大事,だいじ
席,せき
パソコン,ぱそこん
いらし,いらっしゃる
進ん,すすむ
泣く,なく
ソフト,そふと
あっ,あっ
腕,うで
やさしい,やさしい
起こす,おこす
高校,こうこう
捨て,すてる
匂い,におい
しつかり,しっかり
タイプ,たいぷ
指,ゆび
おとす,おとす
紹介,しょうかい
運転,うんてん
社会,しゃかい
代わり,かわり
通り,とおる
しかた,しかた
嘘,うそ
危険,きけん
途中,とちゅう
火,ひ
怒っ,おこる
血,ち
安心,あんしん
大体,だいたい
返事,へんじ
髪,かみ
楽しん,たのしむ
喜ん,よろこぶ
ウーン,うん
非常,ひじょう
興味,きょうみ
ふえ,ふえる
比べる,くらべる
事故,じこ
見つかる,みつかる
逃げ,にげる
恰好,かっこう
自由,じゆう
全然,ぜんぜん
かまわ,かまう
壁,かべ
運ば,はこぶ
運動,うんどう
眠る,ねむる
裏,うら
正しい,ただしい
キロ,きろ
反対,はんたい
寺,じ
是非,ぜひ
あんな,あんな
都合,つごう
以下,いか
けっして,けっして
番組,ばんぐみ
焼か,やく
美しく,うつくしい
慣れ,なれる
島,とう
用意,ようい
挨拶,あいさつ
約束,やくそく
迎え,むかえる
直さ,なおす
通っ,かよう
い,い
答,こたえ
チェック,ちぇっく
石,いし
厳しい,きびしい
別れ,わかれる
びっくり,びっくり
淋しい,さびしい
やっと,やっと
味,み
おっしゃっ,おっしゃる
残念,ざんねん
まけ,まける
下げ,さげる
値段,ねだん
会話,かいわ
空気,くうき
つつま,つつむ
字,じ
恥ずかしかっ,はずかしい
放送,ほうそう
勝つ,かつ
申し,もうす
亡くなる,なくなる
硝子,がらす
特別,とくべつ
喧嘩,けんか
近所,きんじょ
失敗,しっぱい
ずいぶん,ずいぶん
専門,せんもん
研究,けんきゅう
世話,せわ
具合,ぐあい
集まり,あつまる
急い,いそぐ
表,ひょう
足り,たりる
どんどん,どんどん
すっかり,すっかり
将来,しょうらい
悲しい,かなしい
背中,せなか
準備,じゅんび
とく,とく
すけ,すく
社長,しゃちょう
下がっ,さがる
たまに,たまに
先輩,せんぱい
おかげ,おかげ
たいてい,たいてい
珍しい,めずらしい
住所,じゅうしょ
両方,りょうほう
都,と
森,もり
失礼,しつれい
ビル,びる
詣,まいる
安全,あんぜん
趣味,しゅみ
熱,ねつ
まじめ,まじめ
遅れ,おくれる
集め,あつめる
卒業,そつぎょう
ぶとん,ふとん
育て,そだてる
案内,あんない
咽,のど
鳴,なる
湯,ゆ
機会,きかい
スーパー,すーぱー
塗ら,ぬる
戦争,せんそう
計画,けいかく
倍,ばい
そろそろ,そろそろ
倒れる,たおれる
試験,しけん
赤ちゃん,あかちゃん
区,く
触る,さわる
適当,てきとう
かえり,かえり
億,おく
じゃま,じゃま
光る,ひかる
鏡,きょう
こわれ,こわれる
なるほど,なるほど
楽しみ,たのしみ
技術,ぎじゅつ
承知,しょうち
虫,むし
製,せい
痩せる,やせる
細かい,こまかい
丁寧,ていねい
すばらしい,すばらしい
政治,せいじ
毛,もう
かめ,かむ
けが,けが
寄れ,よる
伺う,うかがう
泊まる,とまる
休み,やすみ
歴史,れきし
ふま,ふむ
叱り,しかる
米,べい
星,ほし
交通,こうつう
畳,じょう
遠く,とおく
遊び,あそび
太る,ふとる
軒,けん
たがら,たがる
訪ね,たずねる
草,くさ
漫画,まんが
入院,にゅういん
移る,うつる
なるべく,なるべく
かたく,かたい
以内,いない
雲,くも
遠慮,えんりょ
ゴミ,ごみ
宅,たく
教育,きょういく
道具,どうぐ
治っ,なおる
小説,しょうせつ
葉,よう
空港,くうこう
昼間,ひるま
てきゃ,てく
留守,るす
季節,きせつ
やむ,やむ
間違え,まちがえる
ぬれ,ぬれる
プレゼント,ぷれぜんと
経済,けいざい
申し上げ,もうしあげる
汚れ,よごれる
投げ,なげる
出発,しゅっぱつ
まんなか,まんなか
田舎,いなか
機械,きかい
試合,しあい
祖母,そぼ
あやまり,あやまる
法律,ほうりつ
釣れ,つる
だいぶ,だいぶ
予約,よやく
揺れる,ゆれる
工場,こうじょう
ミソ,みそ
ほめる,ほめる
今夜,こんや
文化,ぶんか
着物,きもの
届け,とどける
人形,にんぎょう
拾う,ひろう
騒ぐ,さわぐ
親切,しんせつ
スーツ,すーつ
こま,こむ
盗む,ぬすむ
枝,えだ
手伝っ,てつだう
辷っ,すべる
躍ら,おどる
壊す,こわす
アルバイト,あるばいと
部長,ぶちょう
糸,いと
店員,てんいん
コンピュータ,こんぴゅーたー
習慣,しゅうかん
土産,みやげ
湖,みずうみ
乾い,かわく
ガス,がす
祝い,いわい
複雑,ふくざつ
祖父,そふ
柔らかい,やわらかい
金持,かねもち
ケーキ,けーき
祈っ,いのる
品物,しなもの
嬢,じょう
とうとう,とうとう
隅,すみ
台風,たいふう
建,だて
出席,しゅっせき
下り,おりる
まにあわ,まにあう
この頃,このごろ
下着,したぎ
会場,かいじょう
受付,うけつけ
教会,きょうかい
ｐａｒｔ,ぱーと
正月,しょうがつ
国際,こくさい
パパ,ぱぱ
砂,すな
ひげ,ひげ
たな,たな
神社,じんじゃ
かたづける,かたづける
会議,かいぎ
ベル,べる
アジア,あじあ
飾る,かざる
オモチャ,おもちゃ
招待,しょうたい
科学,かがく
焼ける,やける
海岸,かいがん
ガソリン,がそりん
旅館,りょかん
カーテン,かーてん
林,りん
ピアノ,ぴあの
見舞,みまい
折れる,おれる
中止,ちゅうし
ｏｖｅｒ,おーばー
入学,にゅうがく
引っ越し,ひっこす
割,われる
規則,きそく
熱心,ねっしん
指輪,ゆびわ
市民,しみん
直り,なおる
港,みなと
淺,あさい
割合,わりあい
支度,したく
アルコール,あるこーる
赤ん坊,あかんぼう
見物,けんぶつ
故障,こしょう
馳走,ちそう
折っ,おる
課長,かちょう
坂,さか
むなしい,むなしい
眠く,ねむい
差し上げる,さしあげる
用事,ようじ
発音,はつおん
不便,ふべん
輸入,ゆにゅう
足し,たす
泥棒,どろぼう
冷え,ひえる
いじめよう,いじめる
文学,ぶんがく
景色,けしき
地震,じしん
人口,じんこう
捕まえ,つかまえる
日記,にっき
さかん,さかん
西洋,せいよう
サラダ,さらだ
とり替え,とりかえる
植え,うえる
テキスト,てきすと
注射,ちゅうしゃ
校長,こうちょう
電灯,でんとう
乗り換え,のりかえる
暮れ,くれる
生産,せいさん
コンサート,こんさーと
医学,いがく
レジ,れじ
おやっ,おや
退院,たいいん
ちっとも,ちっとも
翻訳,ほんやく
アナウンサー,あなうんさー
スクリーン,すくりーん
家内,かない
テニス,てにす
苦く,にがい
火事,かじ
手袋,てぶくろ
数学,すうがく
おき,おき
引き出し,ひきだし
拝見,はいけん
水道,すいどう
暖房,だんぼう
水泳,すいえい
乗り物,のりもの
特急,とっきゅう
葡萄,ぶどう
売り場,うりば
競争,きょうそう
写し,うつす
産業,さんぎょう
アクセサリー,あくせさりー
郊外,こうがい
サンダル,さんだる
わく,わく
アフリカ,あふりか
急行,きゅうこう
屋上,おくじょう
すり,すり
工業,こうぎょう
絹,きぬ
レポート,れぽーと
講義,こうぎ
小鳥,ことり
押し入れ,おしいれ
下宿,げしゅく
花見,はなみ
汽車,きしゃ
地理,ちり
昼休み,ひるやすみ
オートバイ,おーとばい
サンドイッチ,さんどいっち
貿易,ぼうえき
冷房,れいぼう
贈り物,おくりもの
スーツケース,すーつけーす
召し上がっ,めしあがる
辞典,じてん
木綿,もめん
ステレオ,すてれお
ステーキ,すてーき
沸かし,わかす
柔道,じゅうどう
ワープロ,わーぷろ
ジャム,じゃむ
学部,がくぶ
文法,ぶんぽう
漬ける,つける
ハンバーグ,はんばーぐ
電報,でんぽう
エスカレーター,えすかれーたー
輸出,ゆしゅつ
床屋,とこや
忘れ物,わすれもの
寝坊,ねぼう
点い,つく
講堂,こうどう
予習,よしゅう
復習,ふくしゅう
展覧,てんらん
的,てき
者,しゃ
よっ,よる
日本,にっぽん
さ,さ
つい,つく
ッテ,って
第,だい
他,た
性,せい
対し,たいする
人間,にんげん
おけ,おく
しれ,しれる
化,か
べき,べし
大,だい
得,える
與,とも
数,すう
すべて,すべて
さらに,さらに
不,ふ
つく,つく
可能,かのう
金,かね
相手,あいて
ただ,ただ
感じ,かんずる
方法,ほうほう
名,な
らしい,らしい
法,ほう
全く,まったく
生,なま
現在,げんざい
部,ぶ
存在,そんざい
り,り
つまり,つまり
情報,じょうほう
氏,し
ある,ある
東京,とうきょう
場,ば
％,ぱーせんと
地,ち
結果,けっか
書,しょ
中国,ちゅうごく
実,じつ
すでに,すでに
あるいは,あるいは
部分,ぶぶん
自然,しぜん
状態,じょうたい
主義,しゅぎ
与え,あたえる
人々,ひとびと
多く,おおく
実際,じっさい
違い,ちがい
姿,すがた
一般,いっぱん
示そう,しめす
小,しょう
学,がく
なんて,なんて
こそ,こそ
長,ちょう
従っ,したがう
元,もと
身,み
求める,もとめる
関する,かんする
自身,じしん
当時,とうじ
内容,ないよう
かなり,かなり
地域,ちいき
あの,あの
感,かん
活動,かつどう
意識,いしき
程度,ていど
無,む
理解,りかい
状況,じょうきょう
おれ,おれ
最も,もっとも
あたる,あたる
例,れい
重要,じゅうよう
中心,ちゅうしん
それぞれ,それぞれ
しかも,しかも
社,しゃ
一方,いっぽう
使用,しよう
キ,き
目的,もくてき
みたい,みたい
評価,ひょうか
及び,および
個人,こじん
行動,こうどう
事件,じけん
のみ,のみ
基本,きほん
型,かた
認め,みとめる
なり,なり
さえ,さえ
事実,じじつ
昭和,しょうわ
述べ,のべる
館,かん
新,しん
全体,ぜんたい
いや,いや
親,おや
号,ごう
変化,へんか
当然,とうぜん
起こっ,おこる
精神,せいしん
われわれ,われわれ
同時,どうじ
約,やく
期,き
かかわっ,かかわる
影響,えいきょう
労働,ろうどう
環境,かんきょう
さまざま,さまざま
世紀,せいき
図,ず
系,けい
含む,ふくむ
品,ひん
制度,せいど
効果,こうか
以前,いぜん
わが,わが
面,めん
思い,おもい
地方,ちほう
調査,ちょうさ
時期,じき
あらわれ,あらわれる
論,ろん
政府,せいふ
自己,じこ
感じ,かんじ
確認,かくにん
年間,ねんかん
際,さい
責任,せきにん
企業,きぎょう
あたり,あたり
事業,じぎょう
つつ,つつ
現實,げんじつ
組織,そしき
管理,かんり
対象,たいしょう
明らか,あきらか
保険,ほけん
なお,なお
逆,ぎゃく
機能,きのう
国民,こくみん
条件,じょうけん
合わせる,あわせる
表現,ひょうげん
判断,はんだん
いったい,いったい
気づき,きづく
はじめ,はじめ
軍,ぐん
土地,とち
神,かみ
願い,ねがう
あれ,あれ
絶対,ぜったい
向け,むける
都市,とし
即ち,すなわち
みずから,みずから
かぎり,かぎり
章,しょう
まもる,まもる
残す,のこす
価値,かち
奥,おく
語っ,かたる
離れ,はなれる
国家,こっか
なさ,なす
直接,ちょくせつ
信ずる,しんずる
対応,たいおう
行為,こうい
たつ,たつ
役,やく
結局,けっきょく
異なる,ことなる
奴,やつ
フランス,ふらんす
明治,めいじ
一部,いちぶ
ただし,ただし
各,かく
同様,どうよう
失っ,うしなう
完全,かんぜん
お前,おまえ
死,し
至る,いたる
人生,じんせい
ぞ,ぞ
不安,ふあん
能力,のうりょく
報告,ほうこく
文字,もじ
院,いん
決定,けってい
なし,なし
誠,まこと
繰返し,くりかえす
互い,たがい
参加,さんか
量,りょう
なんか,なんか
描い,えがく
期間,きかん
権,けん
大阪,おおさか
機関,きかん
用い,もちいる
ようす,ようす
非,ひ
ぶり,ぶり
ドイツ,どいつ
許さ,ゆるす
加える,くわえる
限ら,かぎる
主,ぬし
省,しょう
いかに,いかに
つね,つね
むしろ,むしろ
立場,たちば
条,じょう
代表,だいひょう
構造,こうぞう
生じ,しょうずる
考え,かんがえ
システム,しすてむ
局,きょく
たる,たり
位置,いち
高,こう
友人,ゆうじん
商品,しょうひん
官,かん
通じ,つうずる
通し,とおす
具体,ぐたい
自動,じどう
派,は
料,りょう
期待,きたい
委員,いいん
やがて,やがて
人物,じんぶつ
率,りつ
発生,はっせい
おそらく,おそらく
性格,せいかく
種,しゅ
中央,ちゅうおう
知識,ちしき
江戸,えど
士,し
次第,しだい
身体,しんたい
動き,うごき
殺す,ころす
指導,しどう
支配,しはい
すすめ,すすめる
少年,しょうねん
略,りゃく
触れる,ふれる
事務,じむ
かつて,かつて
比較,ひかく
発見,はっけん
記憶,きおく
作業,さぎょう
現代,げんだい
再,さい
ごと,ごと
段階,だんかい
胸,むね
間違い,まちがい
種類,しゅるい
過去,かこ
認識,にんしき
自体,じたい
母親,ははおや
イギリス,いぎりす
再び,ふたたび
街,がい
まあ,まあ
同,どう
激しい,はげしい
イメージ,いめーじ
サービス,さーびす
方向,ほうこう
顱,ひたい
経営,けいえい
天皇,てんのう
流れる,ながれる
教授,きょうじゅ
業,ぎょう
主張,しゅちょう
せい,せい
選択,せんたく
他人,たにん
故,ゆえ
費,ひ
わずか,わずか
抱く,いだく
努力,どりょく
不思議,ふしぎ
解決,かいけつ
相,しょう
党,とう
記録,きろく
構成,こうせい
いわゆる,いわゆる
まさに,まさに
表わす,あらわす
発展,はってん
開発,かいはつ
役割,やくわり
成功,せいこう
態度,たいど
本人,ほんにん
設定,せってい
もともと,もともと
成長,せいちょう
夫婦,ふうふ
レベル,れべる
ヨーロッパ,よーろっぱ
政策,せいさく
想像,そうぞう
参照,さんしょう
詳しく,くわしい
全,ぜん
王,おう
以来,いらい
とにかく,とにかく
仲間,なかま
事情,じじょう
とれ,とれる
超え,こえる
末,すえ
極めて,きわめて
基づい,もとづく
付き,つき
避け,さける
特徴,とくちょう
ひろがる,ひろがる
まるで,まるで
最高,さいこう
本来,ほんらい
全国,ぜんこく
つながっ,つながる
実現,じつげん
感情,かんじょう
体験,たいけん
作品,さくひん
最大,さいだい
挙げ,あげる
保護,ほご
器,き
展開,てんかい
振る,ふる
父親,ちちおや
新た,あらた
処理,しょり
感覚,かんかく
ばか,ばか
グループ,ぐるーぷ
批判,ひはん
